DevTypeMain	Country	LanguageWorkedWith	DatabaseWorkedWith	MiscTechWorkedWithMain	MiscTechWorkedWithSecondary1	MiscTechWorkedWithSecondary2	MiscTechWorkedWithSecondary3
Data scientist or machine learning specialist	India	C	MySQL	Apache Spark	Hadoop	Pandas	TensorFlow
Developer, full-stack	United States	C#	Microsoft SQL Server	.NET			
Developer, full-stack	United States	Bash/Shell/PowerShell	MySQL	Node.js	React Native		
Designer	United States	Bash/Shell/PowerShell	MongoDB	.NET	.NET Core	Node.js	TensorFlow
Designer	United States	JavaScript		Node.js			
Developer, full-stack	Russian Federation	C#	Microsoft SQL Server	.NET	.NET Core		
Developer, back-end	United States	Assembly	Cassandra	CryEngine	.NET	.NET Core	TensorFlow
Data or business analyst	United States	Bash/Shell/PowerShell	Cassandra	Node.js	Pandas		
Developer, full-stack	United States	HTML/CSS	Couchbase	Node.js			
Developer, full-stack	United States	Clojure	MongoDB	Pandas			
Developer, full-stack	Germany	Go	MySQL	Node.js			
Developer, back-end	France	Assembly	Elasticsearch	.NET	.NET Core	Xamarin	
Database administrator	Italy	C++	Firebase	Flutter	Node.js		
Data or business analyst	Italy	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core	Node.js	Unreal Engine
Database administrator	Sweden	C#	Elasticsearch	.NET	.NET Core	Node.js	
Developer, back-end	Poland	C#	PostgreSQL	Node.js	Unity 3D		
Developer, back-end	Netherlands	Bash/Shell/PowerShell	Elasticsearch	.NET			
Data or business analyst	Canada	Bash/Shell/PowerShell	Elasticsearch	Ansible	Chef	.NET	Node.js
Developer, full-stack	India	C	Elasticsearch	.NET	.NET Core		
Designer	China	C	MariaDB	.NET	.NET Core		
Designer	United States	Bash/Shell/PowerShell	MariaDB	Node.js			
Database administrator	India	HTML/CSS	Firebase	Chef	Node.js		
Database administrator	India		Microsoft SQL Server	Apache Spark	.NET		
Academic researcher	France	Bash/Shell/PowerShell		TensorFlow	Other(s):		
Data scientist or machine learning specialist	United States	Bash/Shell/PowerShell		Pandas	TensorFlow	Torch/PyTorch	
Developer, back-end	United States	JavaScript	MongoDB	Ansible			
Developer, full-stack	Germany	HTML/CSS	Elasticsearch	Node.js			
Developer, back-end	United States	Assembly	Firebase	Cordova	React Native		
DevOps specialist	United States	Bash/Shell/PowerShell	Couchbase	Ansible	Chef	Node.js	Puppet
Developer, full-stack	United States	C#	MongoDB	.NET	.NET Core	Node.js	
Developer, back-end	Germany	C#	Firebase	Cordova	.NET Core		
Data or business analyst	Brazil	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core	Node.js	
Developer, back-end	United States	Bash/Shell/PowerShell	Elasticsearch	Node.js			
Developer, back-end	United Kingdom	HTML/CSS	PostgreSQL	Node.js	Unity 3D		
Data or business analyst	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core		
Designer	India	HTML/CSS	DynamoDB	Node.js	React Native		
Developer, back-end	Germany	Bash/Shell/PowerShell	MongoDB	.NET	.NET Core		
Developer, full-stack	United States	Bash/Shell/PowerShell	DynamoDB	Unity 3D			
Developer, back-end	Australia	Bash/Shell/PowerShell	Elasticsearch	Apache Spark	Node.js	Pandas	
Database administrator	Sweden	Bash/Shell/PowerShell	MySQL	Node.js			
Developer, front-end	Germany	Bash/Shell/PowerShell	MariaDB	.NET			
Developer, full-stack	United Kingdom	HTML/CSS	Firebase	Node.js	React Native		
Developer, full-stack	Germany	C++	Microsoft SQL Server	.NET	.NET Core	Xamarin	
Data or business analyst	United States	C#	Microsoft SQL Server	.NET			
Developer, back-end	United Kingdom	C#	Elasticsearch	.NET	.NET Core		
Developer, back-end	Germany	Bash/Shell/PowerShell	Elasticsearch	Node.js	React Native	TensorFlow	
Developer, front-end	United Kingdom	Bash/Shell/PowerShell	MySQL	Node.js			
Developer, back-end	Germany	Bash/Shell/PowerShell	MongoDB	Node.js	TensorFlow		
Developer, front-end	France	Bash/Shell/PowerShell		Node.js	Torch/PyTorch		
Data or business analyst	India	C	Firebase	Hadoop	Node.js	Unity 3D	
Developer, back-end	Germany	C#	MongoDB	.NET	.NET Core	Unity 3D	
Developer, back-end	Germany	C++	MySQL	.NET	.NET Core		
Database administrator	United States	C#	Firebase	Hadoop	Unity 3D	Other(s):	
Data or business analyst	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Node.js			
Data or business analyst	United States	Bash/Shell/PowerShell	DynamoDB	.NET	.NET Core	Node.js	Pandas
Developer, back-end	United Kingdom	C#	Microsoft SQL Server	.NET	.NET Core		
Developer, full-stack	United States	Bash/Shell/PowerShell	MongoDB	.NET	Xamarin		
Developer, back-end	India	HTML/CSS	DynamoDB	Ansible	Node.js		
Academic researcher	Australia	Bash/Shell/PowerShell		TensorFlow			
Developer, full-stack	United Kingdom	C#	Microsoft SQL Server	Flutter	.NET		
Developer, back-end	United States	Bash/Shell/PowerShell	Elasticsearch	Chef	.NET	.NET Core	
Designer	United States	C	MongoDB	Node.js	Unity 3D		
Academic researcher	Spain	Bash/Shell/PowerShell	Cassandra	Node.js	Pandas		
Developer, full-stack	United States	Bash/Shell/PowerShell	MariaDB	Unity 3D	Xamarin		
Developer, front-end	Australia	HTML/CSS	Firebase	Node.js			
Designer	United States	C++	MongoDB	.NET	.NET Core	Node.js	React Native
Developer, back-end	Poland	JavaScript	PostgreSQL	Node.js			
Academic researcher	Italy	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	Node.js		
Data or business analyst	India	VBA	Microsoft SQL Server	.NET			
Developer, full-stack	United Kingdom	C#	MySQL	.NET			
Designer	Italy	HTML/CSS	MariaDB	Cordova	Flutter	Node.js	
Developer, back-end	India	C#	Microsoft SQL Server	.NET	.NET Core		
Developer, back-end	United States	Bash/Shell/PowerShell	DynamoDB	Other(s):			
Database administrator	Poland	Bash/Shell/PowerShell	Firebase	Node.js	Pandas	TensorFlow	Torch/PyTorch
Academic researcher	Germany	C	Elasticsearch	.NET	TensorFlow	Torch/PyTorch	
Developer, back-end	United States	C#	MariaDB	Cordova	.NET	.NET Core	Other(s):
Developer, back-end	United States	Bash/Shell/PowerShell	Firebase	Node.js	React Native		
Developer, full-stack	Turkey	C	Elasticsearch	.NET Core	Xamarin		
Developer, back-end	Brazil	Assembly	Microsoft SQL Server	.NET	.NET Core	React Native	Xamarin
Developer, back-end	Spain	HTML/CSS	MySQL	Cordova	Node.js		
Academic researcher	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Pandas			
Developer, back-end	India	Bash/Shell/PowerShell	Other(s):	Apache Spark			
Designer	Australia	C#	Microsoft SQL Server	.NET	.NET Core	Node.js	Xamarin
Developer, back-end	Pakistan	C#	Microsoft SQL Server	.NET	.NET Core		
Developer, back-end	United States	C#	Microsoft SQL Server	.NET	.NET Core		
Designer	Germany	Assembly	MySQL	Unity 3D	Unreal Engine		
Academic researcher	Netherlands	Bash/Shell/PowerShell	MySQL	Node.js	Pandas	TensorFlow	Torch/PyTorch
Developer, back-end	India	Java	Other(s):	Node.js	TensorFlow		
Developer, full-stack	United Kingdom	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core		
Developer, back-end	Australia	Bash/Shell/PowerShell	DynamoDB	Node.js			
Developer, full-stack	Canada	C#	MySQL	.NET	.NET Core	Node.js	
Developer, full-stack	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core	Node.js	
Developer, back-end	United States	Objective-C	DynamoDB	Ansible	Apache Spark	Node.js	Pandas
Developer, back-end	Australia	Bash/Shell/PowerShell	MySQL	Chef	Node.js		
Developer, full-stack	India	C#	Microsoft SQL Server	.NET	Node.js		
Developer, full-stack	United States	Java	Firebase	Node.js	Unity 3D		
Academic researcher	United Kingdom	HTML/CSS	PostgreSQL	TensorFlow			
Academic researcher	Italy	Bash/Shell/PowerShell	MongoDB	Pandas	TensorFlow		
Developer, back-end	Poland	JavaScript	MariaDB	Node.js			
Developer, back-end	Canada	C#	DynamoDB	.NET	.NET Core		
Developer, full-stack	Germany	C++	MongoDB	Node.js			
Developer, full-stack	United States	C#	Microsoft SQL Server	.NET	.NET Core	Xamarin	
Designer	United States	C#	Firebase	Cordova	Flutter	.NET	.NET Core
Database administrator	Canada	Assembly	MongoDB	.NET	.NET Core	Node.js	Unity 3D
Database administrator	Australia	C#	Microsoft SQL Server	.NET	.NET Core	Xamarin	
Developer, full-stack	United Kingdom	JavaScript	MySQL	Other(s):			
Data or business analyst	United States	Bash/Shell/PowerShell	Cassandra	Ansible	Chef	Node.js	Pandas
Developer, back-end	Germany	Java	PostgreSQL	TensorFlow			
Developer, full-stack	Spain	Dart	Firebase	Flutter			
Developer, full-stack	Australia	HTML/CSS	Elasticsearch	Node.js	React Native		
Developer, back-end	United Kingdom	C		TensorFlow			
Academic researcher	Sweden	C++	PostgreSQL	Pandas			
Database administrator	India	HTML/CSS	MySQL	Apache Spark	Cordova	Node.js	React Native
Developer, back-end	United States	Bash/Shell/PowerShell	Cassandra	Ansible			
Data or business analyst	India	Bash/Shell/PowerShell	DynamoDB	Pandas			
Data or business analyst	India	Bash/Shell/PowerShell		Hadoop	.NET	Node.js	
Data or business analyst	United States	Bash/Shell/PowerShell	Oracle	Apache Spark			
Data scientist or machine learning specialist	United States	Assembly	Elasticsearch	Node.js	Pandas	TensorFlow	
Data scientist or machine learning specialist	United Kingdom	C++	MongoDB	Apache Spark	.NET	Node.js	Pandas
Academic researcher	United States	Python	Oracle	Pandas	TensorFlow		
Developer, back-end	Germany	Bash/Shell/PowerShell	PostgreSQL	Ansible			
Academic researcher	United Kingdom	Bash/Shell/PowerShell	MariaDB	Chef	Node.js		
Developer, front-end	United States	C#	Microsoft SQL Server	Unity 3D			
Developer, back-end	United States	Bash/Shell/PowerShell	MongoDB	Pandas			
Developer, back-end	Netherlands	Bash/Shell/PowerShell	DynamoDB	Node.js	Other(s):		
Developer, back-end	Sweden	C#	DynamoDB	.NET	Xamarin		
Developer, back-end	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Cordova	.NET	.NET Core	Node.js
Developer, full-stack	Turkey	C++	Microsoft SQL Server	.NET	.NET Core	Node.js	
Academic researcher	United States	Bash/Shell/PowerShell	Firebase	.NET	.NET Core	Node.js	React Native
Database administrator	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Cordova	.NET	.NET Core	Xamarin
Developer, back-end	Australia	Bash/Shell/PowerShell	DynamoDB	Cordova	.NET	.NET Core	
Developer, full-stack	India	HTML/CSS	MongoDB	Node.js			
Designer	Brazil	C#	Firebase	Node.js	Unity 3D	Unreal Engine	
Developer, front-end	United States	HTML/CSS	MongoDB	Node.js	React Native		
Developer, full-stack	Canada	Bash/Shell/PowerShell	MongoDB	Cordova			
Database administrator	Sweden	Bash/Shell/PowerShell	MySQL	.NET	Node.js	Unity 3D	
Database administrator	India	Bash/Shell/PowerShell	DynamoDB	Node.js			
Developer, back-end	India	C#	Microsoft SQL Server	.NET			
Data scientist or machine learning specialist	United States	Python	Elasticsearch	Ansible	Apache Spark	Pandas	
Developer, full-stack	United States	C++	Microsoft SQL Server	.NET	Node.js		
Data scientist or machine learning specialist	United States	C++	MongoDB	Pandas	TensorFlow	Torch/PyTorch	
Developer, back-end	Germany	HTML/CSS		Node.js			
Developer, back-end	Brazil	Clojure	PostgreSQL	React Native			
Developer, back-end	United States	Bash/Shell/PowerShell	DynamoDB	Node.js	React Native		
Developer, front-end	United States	HTML/CSS	Couchbase	Flutter	Node.js	React Native	
Database administrator	Netherlands	Bash/Shell/PowerShell	Elasticsearch	Flutter	Node.js	Puppet	
Database administrator	Ukraine	Bash/Shell/PowerShell	PostgreSQL	Apache Spark	Chef		
Designer	France	C++	Firebase	Cordova	.NET	.NET Core	Node.js
Database administrator	United States	Bash/Shell/PowerShell	MariaDB	Ansible	Other(s):		
Developer, front-end	Australia	C#	Microsoft SQL Server	.NET	.NET Core		
Database administrator	Canada	Bash/Shell/PowerShell	Microsoft SQL Server	.NET			
Data or business analyst	United States	C#	Cassandra	Apache Spark	.NET Core	Node.js	
Developer, full-stack	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Flutter	.NET	.NET Core	Node.js
Developer, full-stack	Poland	Bash/Shell/PowerShell	MongoDB	Cordova	.NET	.NET Core	Node.js
Data or business analyst	Netherlands	Bash/Shell/PowerShell	Microsoft SQL Server	Pandas	TensorFlow		
Developer, back-end	United States	Java	PostgreSQL	Unity 3D			
Developer, back-end	United States	Assembly	Cassandra	Apache Spark	Chef	Hadoop	Puppet
Academic researcher	Italy	C++	MySQL	Hadoop	TensorFlow	Unity 3D	
Developer, full-stack	Australia	HTML/CSS	DynamoDB	Node.js			
Designer	Sweden	Bash/Shell/PowerShell	MySQL	.NET	.NET Core	React Native	
Data scientist or machine learning specialist	Australia	Bash/Shell/PowerShell	MySQL	Node.js	Pandas		
Developer, front-end	United States	HTML/CSS	PostgreSQL	Node.js			
Developer, full-stack	United States	JavaScript	MariaDB	Puppet			
Developer, back-end	Germany	Bash/Shell/PowerShell	MongoDB	Ansible	Node.js		
Developer, back-end	Netherlands	C++	Microsoft SQL Server	.NET	.NET Core	Node.js	TensorFlow
Developer, full-stack	United Kingdom	Bash/Shell/PowerShell	MongoDB	Ansible			
Developer, full-stack	United Kingdom	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core	Node.js	
Developer, back-end	Sweden	Bash/Shell/PowerShell	Elasticsearch	Ansible	.NET	.NET Core	
Developer, back-end	United Kingdom	Bash/Shell/PowerShell	MySQL	Pandas			
Developer, full-stack	Greece	Bash/Shell/PowerShell	MongoDB	.NET	.NET Core		
Developer, back-end	United States	C#	Microsoft SQL Server	.NET			
Database administrator	Germany	Bash/Shell/PowerShell	MariaDB	Node.js			
Developer, full-stack	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET			
Developer, full-stack	United States	C#	MongoDB	.NET	.NET Core		
Data scientist or machine learning specialist	Germany	Python	MariaDB	TensorFlow			
Developer, full-stack	India	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core		
Database administrator	Netherlands	C#	MongoDB	.NET	.NET Core	Xamarin	
Database administrator	Canada	C#	MariaDB	.NET	.NET Core	Node.js	
Academic researcher	Germany	C++	Elasticsearch	Ansible	Apache Spark	Hadoop	
Developer, back-end	India	C#	DynamoDB	.NET	.NET Core	Xamarin	
Developer, front-end	Germany	Bash/Shell/PowerShell	PostgreSQL	Node.js	React Native	Unity 3D	
Academic researcher	India	HTML/CSS		Node.js			
Designer	Spain	HTML/CSS	Microsoft SQL Server	Node.js			
Developer, QA or test	United States	HTML/CSS	Couchbase	Node.js			
Developer, full-stack	United States	Bash/Shell/PowerShell	Elasticsearch	Node.js	Unity 3D		
Developer, back-end	India	HTML/CSS	MySQL	Node.js			
Developer, back-end	United States	C#	Microsoft SQL Server	.NET			
Developer, back-end	India	Assembly	Elasticsearch	Ansible	Node.js	Pandas	TensorFlow
Developer, back-end	India	Bash/Shell/PowerShell	MariaDB	Node.js	Pandas	TensorFlow	Torch/PyTorch
Developer, back-end	Canada	C#	Microsoft SQL Server	.NET	.NET Core	Node.js	
Developer, full-stack	Canada	Bash/Shell/PowerShell	MongoDB	Cordova	Node.js		
Developer, back-end	Germany	C++	Firebase	Cordova	.NET	.NET Core	Node.js
Designer	United Kingdom	HTML/CSS	MySQL	Node.js			
Developer, front-end	Brazil	JavaScript		React Native			
Designer	United Kingdom	C#	Microsoft SQL Server	.NET			
Developer, back-end	Netherlands	HTML/CSS	Microsoft SQL Server	Node.js			
Designer	India	Assembly		.NET Core	Unity 3D	Unreal Engine	
Database administrator	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET			
Data or business analyst	United States	Dart	Microsoft SQL Server	Flutter			
Developer, back-end	Australia	C	DynamoDB	Ansible	Node.js	Pandas	Puppet
Data scientist or machine learning specialist	Russian Federation	Bash/Shell/PowerShell	MariaDB	Apache Spark	Hadoop	Pandas	
Academic researcher	Spain	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	Unity 3D		
Developer, back-end	Sweden	HTML/CSS	MongoDB	Node.js			
Developer, back-end	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core	Node.js	
Developer, back-end	Poland	Bash/Shell/PowerShell	MariaDB	Node.js			
Developer, front-end	Germany	HTML/CSS	MongoDB	Node.js			
Developer, back-end	Canada	Bash/Shell/PowerShell		Pandas			
Developer, front-end	Germany	HTML/CSS	PostgreSQL	Node.js			
Developer, back-end	France	Bash/Shell/PowerShell	Cassandra	.NET	.NET Core	Node.js	
Data scientist or machine learning specialist	United States	HTML/CSS	MySQL	Apache Spark	Hadoop	Pandas	TensorFlow
Developer, back-end	India	C	Firebase	Node.js			
Developer, full-stack	United States	Bash/Shell/PowerShell	MySQL	Ansible			
Developer, back-end	Sweden	C#		.NET	Other(s):		
Developer, back-end	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	Unity 3D		
Developer, back-end	France	Bash/Shell/PowerShell	PostgreSQL	.NET	Node.js	Unity 3D	Unreal Engine
Database administrator	United Kingdom	HTML/CSS	Microsoft SQL Server	Node.js			
Designer	United States	C#	Elasticsearch	.NET	Node.js		
Academic researcher	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Apache Spark	.NET	.NET Core	Pandas
Database administrator	United States	HTML/CSS	Oracle	Node.js	Other(s):		
Academic researcher	Brazil	C#	Microsoft SQL Server	.NET	.NET Core	Node.js	
Developer, front-end	United States	C	Firebase	.NET	Node.js	Unity 3D	
Developer, back-end	Turkey	C	PostgreSQL	Node.js			
Developer, full-stack	India	C#	Microsoft SQL Server	.NET	.NET Core		
Data or business analyst	Germany	C#	Microsoft SQL Server	Apache Spark	.NET	Pandas	TensorFlow
Developer, full-stack	United States	HTML/CSS	Microsoft SQL Server	Node.js			
Academic researcher	India	C	MariaDB	.NET	.NET Core	Xamarin	
Database administrator	United States	HTML/CSS	MariaDB	Node.js			
Developer, back-end	United States	Bash/Shell/PowerShell	DynamoDB	Apache Spark	Chef	Node.js	
Designer	India	HTML/CSS	MySQL	Node.js	Pandas		
Data scientist or machine learning specialist	India	Erlang	Cassandra	Cordova	Pandas	TensorFlow	Torch/PyTorch
Data or business analyst	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Apache Spark	Hadoop	.NET	.NET Core
Developer, full-stack	United States	HTML/CSS	MongoDB	Ansible	Node.js		
Developer, full-stack	Canada	HTML/CSS	MongoDB	Ansible			
Developer, back-end	Russian Federation	C#	PostgreSQL	.NET	.NET Core		
Data scientist or machine learning specialist	United Kingdom	Elixir	DynamoDB	Ansible	Apache Spark		
Database administrator	Ukraine	HTML/CSS	Firebase	Node.js			
Developer, back-end	United Kingdom	Bash/Shell/PowerShell	PostgreSQL	Pandas			
Designer	United Kingdom	C#	MongoDB	.NET	.NET Core	Node.js	
Developer, front-end	Russian Federation	Bash/Shell/PowerShell	MariaDB	Pandas			
Developer, back-end	United States	Bash/Shell/PowerShell	MySQL	Node.js			
Developer, front-end	Spain	HTML/CSS	MongoDB	Node.js			
Developer, full-stack	United Kingdom	C#	Microsoft SQL Server	.NET	.NET Core		
